url,email_text,label
https://layanan-dana.teps.my.id/,,1
https://husrevaraci.com/,,1
https://www.conceptbutikotel.com/index-en,,1
https://bluewhaleusen.com/,,1
https://uk.paying-lt.vip/i,,1
https://www.suzuki-seikei.com/link02.html,,1
https://uk.paying-ck.vip/index.html,,1
http://webs-kraken-app.daftpage.com/,,1
https://uk.paying-co.vip/index.html,,1
https://uk.paying-vp.vip/i,,1
https://uk.paying-vd.vip/i,,1
https://uk.paying-vs.vip/i,,1
https://uk.paying-lp.vip/i,,1
http://sp829725.sitebeat.crazydomains.com/,,1
https://uk.paying-la.vip/i,,1
https://swisspost.zahlung2461.cfd/get/246251756,,1
https://uk.paying-lr.vip/i,,1
http://roomstayfinder.com/2722MT3J,,1
https://uk.paying-cl.vip/index.html/,,1
https://uk.paying-ci.vip/index.html/,,1
http://uk.paying-cd.vip/index.html,,1
https://yogisandyoginis.com/wp-content/zzdlls.htm,,1
http://uk.paying-xg.vip/index.html,,1
https://uk.paying-ce.vip/index.html/,,1
https://klarna-help.de/commerzbank/anmelden,,1
https://store.workshopdevcreated.com/sharedfiles/filesdetails/bounty_hunter_brims/,,1
https://workshopdevcreated.com/sharedfiles/filesdetails/bounty_hunter_brims/,,1
https://surl.li/euvukk,,1
http://uk.parking-qz.vip/i/,,1
https://www.andrea1997journal.blogspot.com/,,1
http://myjuno-login.framer.website/home-2,,1
https://bananbrain.com/3rff55ohznlgj4xb?token=3mail@a.b.c0&sub1=unsub,,1
https://bananbrain.com/y945ygj1scncpom5?token=3mail@a.b.c0&sub1=fkst,,1
http://tkmallallianceo6.top/,,1
http://gdmax.zeabur.app/,,1
http://extraordinary-works-028461.framer.app/,,1
https://home-sui-te-trez-or.typedream.app/,,1
https://krakeenlugginn.webflow.io/,,1
https://metaamasklugn.webflow.io/,,1
https://lognkrrkebn.webflow.io/,,1
http://easybank-landing-page-fm.vercel.app/,,1
http://rpcfixdapp.pages.dev/,,1
https://coinbasewalletaxtension.webflow.io/,,1
https://kreuikenloghn.webflow.io/,,1
https://f214n.xyz/,,1
https://y112l.xyz/,,1
https://krakanloge.webflow.io/,,1
https://sumitkumar044.github.io/netflix-clone/,,1
https://p109z.xyz/,,1
https://m19g.xyz/,,1
https://varun7142.github.io/my-ecommerce-project-2/,,1
https://roblox.com.ge/users/3914761689/profile,,1
https://bbvvxx.top/,,1
https://sahramgopal15-sys.github.io/amazon-clone.com/,,1
https://souki.vn/.e/9/emailprovider/signin/yahoo.php/yahoo_files/yahoo_files/r-sf.htm,,1
https://82900.xyz/,,1
https://e118r.xyz/,,1
https://x87g.xyz/,,1
https://s95l.xyz/,,1
https://b231p.xyz/,,1
https://dana.bantuan-help.my.id/,,1
https://uk.paying-xs.vip/index.html/,,1
http://roomstayfinder.com/49SVUDLL,,1
http://roomstayfinder.com/EAEMEQ3C,,1
https://kurekeans_usa_loagginis.godaddysites.com/,,1
http://www.kurekeans_usa_loagginis.godaddysites.com/,,1
http://walliet-ledger-login.vercel.app/,,1
http://hamzachehlaoui.github.io/login/,,1
http://trustwalletsupport.dev/,,1
https://group-visit10.com/5751711745,,1
https://public.gensparkspace.com/api/files/s/R6qWh9MT,,1
http://www.genspark.ai/api/files/s/R6qWh9MT,,1
http://gemini.inkstudying.com/,,1
https://africasia-institute.org/VipsClup1/,,1
http://ifylbnervous-dhawan.62-4-23-98.plesk.page/track/track.php,,1
http://ifylbnervous-dhawan.62-4-23-98.plesk.page/,,1
https://ichthyophthalmite.ssccare.com/aGhhQHN2Yi5jb20=,,1
https://wpclick.cc/JsfvyTxt/,,1
https://hellonetflix.blogspot.com/?m=1,,1
http://isamalta.org/website/web3.html,,1
http://bafybeidumje7chffoznwpxhlkvbxzigm24d6g4ojc56i2w45uyh2fx63i4.ipfs.dweb.link/,,1
http://aqknyozl.4qiuj.com/,,1
http://www.07q.co/,,1
http://195000333.com/,,1
http://pub-1f9bb5f4523840e990f568ef6df2cd67.r2.dev/index.html,,1
https://accountwarningfb.wixstudio.com/help,,1
http://bit.ly/48JI0DJ,,1
http://r2.gobookroom.com/,,1
https://amazonclone-two-gamma.vercel.app/,,1
http://www.amazonclone-two-gamma.vercel.app/,,1
http://wechatcorp.io/,,1
https://bananbrain.com/5tgvis9rrt9e?token=3mail@a.b.c0&sub1=jnefwnj,,1
http://bank-of-america-login.vercel.app/,,1
https://koukrinloig.webflow.io/,,1
https://uk.paying-bi.vip/i,,1
https://uk.paying-bw.vip/i,,1
https://0365ff.com/sport/19,,1
https://0365ff.com/about/deposit,,1
https://0365ff.com/fish/81,,1
http://mj-api.kun-ai.com/blog/xbox-stream-to-discord-announcement,,1
http://mj-api.kun-ai.com/blog/discord-patch-notes-october-7-2025,,1
http://mj-api.kun-ai.com/blog/discord-patch-notes-december-5-2024,,1
https://souki.vn/.e/9/emailprovider/signin/yahoo.php/yahoo_files/resources.htm/,,1
https://uk.paying-ca.vip/index.html/,,1
https://uk.paying-cq.vip/index.html/,,1
https://beautiful-moxie-02f115.netlify.app/authl,,1
https://beautiful-moxie-02f115.netlify.app/authl.html/,,1
http://uk.paying-cr.vip/index.html,,1
http://uk.paying-ct.vip/index.html,,1
https://uk.paying-ct.vip/index.html/,,1
https://uk.paying-cr.vip/index.html/,,1
http://mj-api.kun-ai.com/safety-family-center,,1
https://home-rent-application.vercel.app/,,1
https://airbnb-meedoox.vercel.app/,,1
https://hello-world-bold-cloud-e0a1.sayhi-to-contact-mahdiamini.workers.dev/,,1
http://eng-trezoiostart-us.wasmer.app/,,1
https://uk.paying-vq.vip/index.html,,1
https://uk.paying-vt.vip/index.html,,1
https://uk.paying-lu.vip/i,,1
https://dandy-pattern-981753.framer.app/,,1
https://uk.paying-lo.vip/i,,1
https://uk.paying-le.vip/i,,1
https://uk.paying-lw.vip/i,,1
https://uk.paying-lq.vip/i,,1
https://uk.paying-cb.vip/index.html,,1
https://uk.paying-cl.vip/index.html,,1
https://userverify193-booking.com/2722MT3J,,1
https://quickverify44-booking.com/2722MT3J,,1
https://group-visit11.com/2722MT3J,,1
https://group-visit12.com/2722MT3J,,1
https://group-visit10.com/2722MT3J,,1
https://protect51-booking.com/2722MT3J,,1
http://qriucn.com/,,1
https://mohammednaveen.github.io/facebook-ver2019/,,1
https://mairajalam964.github.io/Assign-clone/,,1
http://www.sign_meta-masiklugi.godaddysites.com/,,1
http://onlinemailatt-099201.weeblysite.com/,,1
https://uk.paying-ci.vip/index.html,,1
https://uk.paying-cz.vip/index.html,,1
https://uk.paying-cf.vip/index.html,,1
https://uk.paying-ch.vip/index.html,,1
https://uk.paying-cs.vip/index.html,,1
https://uk.paying-cx.vip/index.html,,1
